job title,languages,age,location,salary,salary_category,genders
Computer Support,JavaScript,30,Agusan del Norte,19037,Entry Level,Male
Network Engineering,JavaScript,39,Northern Samar,62053,Mid Level,Male
Helpdesk Manager,Ruby,47,Surigao del Sur,66669,Mid Level,Male
Helpdesk Manager,Java,48,Marinduque,63194,Mid Level,Male
Network Engineering,Python,35,Pampanga,57695,Mid Level,Male
IT Analysis,Python,43,Maguindanao del Norte,62057,Mid Level,Nonbinary
Cloud Engineering,Java,42,Cebu,67006,Mid Level,Male
Helpdesk Manager,JavaScript,48,Surigao del Sur,57610,Mid Level,Nonbinary
IT Analysis,SQL,36,Batanes,55261,Mid Level,Male
Software Development,PHP,33,Isabela,66392,Mid Level,Female
Web Development,Swift,30,Nueva Vizcaya,47063,Mid Level,Female
Software Development,Python,28,Quirino,83012,Senior,Male
Web Designer,Python,18,Bulacan,28640,Junior,Male
Computer Support,Ruby,30,Laguna,25649,Junior,Male
Helpdesk Manager,Java,54,Agusan del Sur,47525,Mid Level,Female
Network Engineering,JavaScript,37,Surigao del Norte,37498,Junior,Male
Web Designer,JavaScript,24,Bulacan,43622,Mid Level,Male
Information Security,Ruby,51,Dinagat Islands,110879,Executive,Male
Cloud Engineering,Java,44,Ilocos Norte,80477,Senior,Male
Computer Support,Swift,30,Davao de Oro,29029,Junior,Male
Web Development,Java,30,Occidental Mindoro,41786,Mid Level,Female
Computer Support,R,30,Southern Leyte,35786,Junior,Male
Web Designer,Python,22,Maguindanao del Sur,37525,Junior,Female
Software Development,Ruby,28,Kalinga,49703,Mid Level,Nonbinary
Cloud Engineering,Swift,36,Davao del Sur,62310,Mid Level,Female
IT Sales Executive,JavaScript,33,Zamboanga del Sur,59977,Mid Level,Female
Computer Support,JavaScript,30,Aklan,28861,Junior,Male
Technology Sales,Swift,30,Rizal,46302,Mid Level,Male
Computer Support,Python,30,Siquijor,39441,Junior,Nonbinary
IT Analysis,JavaScript,38,Rizal,67611,Mid Level,Nonbinary
IT Analysis,C++,42,Davao del Norte,42085,Mid Level,Nonbinary
Information Security,Ruby,58,Masbate,72823,Senior,Nonbinary
Web Development,HTML/CSS,30,Batanes,44302,Mid Level,Male
Computer Support,JavaScript,30,Benguet,34147,Junior,Male
IT Analysis,Ruby,36,South Cotabato,56076,Mid Level,Female
Computer Support,Ruby,30,Tarlac,25307,Junior,Male
Web Designer,Ruby,20,Lanao del Sur,40596,Mid Level,Male
Software Development,SQL,34,Camarines Norte,64266,Mid Level,Male
Web Designer,JavaScript,22,Negros Occidental,44190,Mid Level,Male
Technology Sales,Python,30,Occidental Mindoro,37247,Junior,Male
Web Development,Python,30,Negros Occidental,51428,Mid Level,Male
Software Development,JavaScript,31,Surigao del Norte,95682,Senior,Female
Web Development,C++,30,Iloilo,42112,Mid Level,Male
Web Development,Java,30,Iloilo,38895,Junior,Male
IT Analysis,HTML/CSS,41,Agusan del Sur,46680,Mid Level,Female
Computer Support,Swift,30,Oriental Mindoro,34483,Junior,Nonbinary
Web Development,JavaScript,30,Lanao del Norte,30713,Junior,Male
Web Development,JavaScript,30,Bulacan,50329,Mid Level,Male
Software Development,JavaScript,33,Pangasinan,52168,Mid Level,Male
Computer Support,JavaScript,30,South Cotabato,21752,Junior,Female
IT Analysis,Python,37,Apayao,43965,Mid Level,Female
Software Development,Ruby,34,Kalinga,41585,Mid Level,Male
Computer Support,Java,30,Tarlac,22853,Junior,Male
Web Development,Python,30,Zamboanga del Sur,41296,Mid Level,Female
Cloud Engineering,R,38,Cotabato,87185,Senior,Male
IT Analysis,Swift,44,Apayao,60121,Mid Level,Nonbinary
Computer Support,JavaScript,30,Surigao del Sur,27518,Junior,Male
Information Security,Swift,48,Batangas,76326,Senior,Male
Web Development,HTML/CSS,30,Leyte,28842,Junior,Nonbinary
Database Administration,Java,59,Davao Oriental,83983,Senior,Female
Software Development,JavaScript,34,Surigao del Norte,102425,Executive,Male
Computer Support,SQL,30,Nueva Ecija,28385,Junior,Male
Network Engineering,C++,39,Samar,34901,Junior,Male
Information Security,Ruby,60,Zamboanga Sibugay,87941,Senior,Female
Computer Support,C++,30,Mountain Province,30217,Junior,Nonbinary
Network Engineering,JavaScript,37,Marinduque,60505,Mid Level,Male
Web Development,PHP,30,Sulu,48805,Mid Level,Female
Information Security,PHP,64,La Union,67500,Mid Level,Male
Computer Support,Swift,30,Cotabato,22463,Junior,Male
Information Security,HTML/CSS,63,Benguet,78617,Senior,Nonbinary
Web Development,SQL,30,Isabela,51116,Mid Level,Female
Cloud Engineering,Python,36,South Cotabato,79396,Senior,Female
Computer Support,HTML/CSS,30,Pampanga,25885,Junior,Nonbinary
Technology Sales,C++,30,Masbate,47224,Mid Level,Female
Information Security,Java,56,Antique,79421,Senior,Female
Software Development,Java,33,Pampanga,49214,Mid Level,Male
Network Engineering,Python,35,Davao Occidental,34066,Junior,Male
Network Engineering,Swift,36,Zamboanga del Sur,61424,Mid Level,Nonbinary
Software Development,R,32,Zambales,37287,Junior,Female
Cloud Engineering,JavaScript,41,Bataan,75928,Senior,Male
Web Development,PHP,30,Quirino,36290,Junior,Male
Database Administration,Python,45,Bukidnon,56076,Mid Level,Male
Cloud Engineering,HTML/CSS,39,Masbate,44520,Mid Level,Male
Web Designer,R,19,Sarangani,48069,Mid Level,Female
Helpdesk Manager,Python,48,Nueva Vizcaya,53573,Mid Level,Male
Technology Sales,Ruby,30,Zamboanga del Norte,48543,Mid Level,Female
IT Analysis,HTML/CSS,35,Camiguin,60115,Mid Level,Male
Information Security,Java,60,Occidental Mindoro,90391,Senior,Male
Software Development,HTML/CSS,31,Sorsogon,96128,Senior,Female
Information Security,SQL,53,Apayao,115259,Executive,Male
Information Security,JavaScript,60,Bataan,115778,Executive,Male
Cloud Engineering,R,37,Surigao del Norte,64640,Mid Level,Female
Web Development,Python,30,Laguna,41473,Mid Level,Nonbinary
Cloud Engineering,PHP,44,Siquijor,87308,Senior,Male
Technology Sales,SQL,30,Siquijor,28637,Junior,Male
Web Development,JavaScript,30,Antique,30200,Junior,Male
Information Security,HTML/CSS,58,Southern Leyte,107602,Executive,Female
Software Development,PHP,28,Benguet,74130,Senior,Female
Computer Support,Python,30,Isabela,33405,Junior,Male
IT Analysis,JavaScript,44,Basilan,45698,Mid Level,Female
IT Sales Executive,Swift,29,Bohol,49987,Mid Level,Female
IT Analysis,HTML/CSS,35,Zamboanga del Sur,67185,Mid Level,Male
Database Administration,Java,61,Capiz,70420,Senior,Male
Network Engineering,Python,43,Quezon,56153,Mid Level,Male
Information Security,Java,63,Bohol,99248,Senior,Female
Network Engineering,JavaScript,43,Eastern Samar,69905,Mid Level,Female
IT Analysis,R,36,Abra,55930,Mid Level,Male
Database Administration,Java,51,Abra,89058,Senior,Female
Technology Sales,JavaScript,30,Davao del Norte,37572,Junior,Male
Network Engineering,SQL,43,Cagayan,59068,Mid Level,Male
Computer Support,JavaScript,30,Laguna,39879,Junior,Female
Network Engineering,Ruby,40,Guimaras,40370,Mid Level,Male
IT Analysis,Java,44,Sultan Kudarat,62951,Mid Level,Male
Web Development,JavaScript,30,Pangasinan,43882,Mid Level,Male
IT Analysis,SQL,39,Guimaras,58798,Mid Level,Male
IT Analysis,JavaScript,41,Davao Oriental,53017,Mid Level,Male
Cloud Engineering,Ruby,40,Ilocos Norte,104917,Executive,Male
Web Development,JavaScript,30,Misamis Occidental,51496,Mid Level,Female
IT Sales Executive,JavaScript,29,Cagayan,40258,Mid Level,Female
Web Designer,JavaScript,23,Ifugao,34215,Junior,Male
Network Engineering,JavaScript,36,Bataan,74889,Senior,Male
Computer Support,Java,30,Abra,24779,Junior,Male
Technology Sales,JavaScript,30,Bulacan,45619,Mid Level,Male
Software Development,JavaScript,32,Palawan,74444,Senior,Male
Web Development,C++,30,La Union,31182,Junior,Male
Computer Support,JavaScript,30,Maguindanao del Sur,31970,Junior,Male
Database Administration,HTML/CSS,57,Surigao del Norte,87276,Senior,Male
Cloud Engineering,Java,41,Abra,112218,Executive,Male
Software Development,JavaScript,30,Negros Oriental,99789,Senior,Male
IT Analysis,Java,39,Batanes,41186,Mid Level,Female
Software Development,Ruby,29,Quirino,77684,Senior,Female
IT Analysis,Python,43,Oriental Mindoro,36911,Junior,Male
IT Analysis,SQL,35,Pangasinan,58616,Mid Level,Female
Helpdesk Manager,PHP,53,Tawi-Tawi,53484,Mid Level,Nonbinary
IT Analysis,SQL,40,Marinduque,56728,Mid Level,Male
Web Development,Java,30,Biliran,35760,Junior,Female
Computer Support,C++,30,Basilan,29497,Junior,Male
Helpdesk Manager,Java,64,Cotabato,60967,Mid Level,Male
Software Development,HTML/CSS,34,Cebu,81253,Senior,Male
Network Engineering,C++,41,Davao Oriental,41015,Mid Level,Female
Software Development,Ruby,33,Davao Occidental,75121,Senior,Male
IT Analysis,JavaScript,39,Camarines Norte,44262,Mid Level,Female
Information Security,Java,58,Iloilo,111193,Executive,Female
Web Development,SQL,30,Zambales,42484,Mid Level,Male
Computer Support,R,30,Samar,26720,Junior,Male
Information Security,JavaScript,49,Palawan,78571,Senior,Nonbinary
IT Sales Executive,Ruby,32,Cagayan,45141,Mid Level,Male
Computer Support,Python,30,Benguet,25786,Junior,Male
Web Development,R,30,Camarines Norte,39191,Junior,Female
IT Analysis,C++,41,Kalinga,50548,Mid Level,Male
IT Analysis,JavaScript,42,Nueva Vizcaya,47982,Mid Level,Female
IT Sales Executive,JavaScript,34,Laguna,53242,Mid Level,Male
Information Security,JavaScript,62,Apayao,58000,Mid Level,Female
Information Security,Python,63,Zamboanga Sibugay,110126,Executive,Male
Software Development,SQL,30,Lanao del Norte,98039,Senior,Male
IT Analysis,PHP,40,Marinduque,52726,Mid Level,Female
Information Security,JavaScript,46,Capiz,100168,Executive,Male
Technology Sales,JavaScript,30,Maguindanao del Sur,49136,Mid Level,Nonbinary
Network Engineering,Ruby,41,Bulacan,56066,Mid Level,Male
Web Designer,Python,18,Davao del Sur,34267,Junior,Male
Software Development,Python,34,Negros Oriental,32057,Junior,Female
Technology Sales,Python,30,Cagayan,37962,Junior,Female
Cloud Engineering,Swift,35,Iloilo,81869,Senior,Nonbinary
IT Analysis,HTML/CSS,42,Ifugao,44830,Mid Level,Male
Computer Support,HTML/CSS,30,Siquijor,33040,Junior,Male
IT Analysis,HTML/CSS,36,Surigao del Sur,56679,Mid Level,Female
Web Development,SQL,30,Camarines Sur,52887,Mid Level,Female
Information Security,C++,61,Occidental Mindoro,74289,Senior,Male
Network Engineering,SQL,42,Ilocos Sur,69840,Mid Level,Male
IT Sales Executive,R,26,Zamboanga Sibugay,50441,Mid Level,Male
Information Security,Ruby,50,Negros Oriental,116179,Executive,Male
Information Security,Swift,49,Agusan del Sur,125186,Executive,Male
Computer Support,C++,30,Antique,30604,Junior,Male
Computer Support,JavaScript,30,Albay,39367,Junior,Male
Database Administration,JavaScript,60,Guimaras,44843,Mid Level,Male
Technology Sales,SQL,30,Oriental Mindoro,37594,Junior,Male
Cloud Engineering,SQL,42,Misamis Oriental,47187,Mid Level,Male
IT Analysis,Java,37,Tawi-Tawi,54029,Mid Level,Male
Computer Support,JavaScript,30,Catanduanes,30842,Junior,Male
Technology Sales,HTML/CSS,30,Biliran,38855,Junior,Male
IT Analysis,Ruby,44,Biliran,46280,Mid Level,Female
Computer Support,Java,30,Maguindanao del Norte,35542,Junior,Nonbinary
Software Development,PHP,28,Aurora,41525,Mid Level,Female
Computer Support,PHP,30,Masbate,35556,Junior,Male
Network Engineering,Ruby,41,Laguna,77653,Senior,Male
Web Development,HTML/CSS,30,Palawan,46851,Mid Level,Female
IT Analysis,Java,41,Nueva Ecija,49844,Mid Level,Male
Technology Sales,Python,30,Maguindanao del Sur,30232,Junior,Male
Software Development,Python,32,Tarlac,43462,Mid Level,Male
Technology Sales,Java,30,Cebu,43764,Mid Level,Female
Software Development,PHP,26,Bukidnon,39526,Junior,Male
Computer Support,Ruby,30,Batangas,33769,Junior,Male
Software Development,C++,26,Batangas,101341,Executive,Male
IT Analysis,Python,38,Camarines Sur,41616,Mid Level,Male
Software Development,HTML/CSS,34,Iloilo,37061,Junior,Male
Database Administration,HTML/CSS,53,Camarines Norte,79825,Senior,Male
IT Sales Executive,JavaScript,34,Oriental Mindoro,46303,Mid Level,Male
Technology Sales,JavaScript,30,Negros Occidental,31227,Junior,Male
Computer Support,Swift,30,Zamboanga del Norte,24824,Junior,Female
Computer Support,Python,30,Ilocos Sur,35352,Junior,Female
Cloud Engineering,Java,43,Occidental Mindoro,61969,Mid Level,Female
Database Administration,JavaScript,57,Palawan,81110,Senior,Male
Software Development,Ruby,28,Eastern Samar,41083,Mid Level,Male
IT Analysis,Java,43,Masbate,54500,Mid Level,Female
Web Development,SQL,30,Tawi-Tawi,41437,Mid Level,Male
Computer Support,JavaScript,30,Bohol,23087,Junior,Nonbinary
Web Designer,SQL,24,Camarines Norte,39607,Junior,Female
Network Engineering,JavaScript,37,Aklan,65342,Mid Level,Male
IT Sales Executive,JavaScript,29,Dinagat Islands,38903,Junior,Male
Web Development,Java,30,Lanao del Sur,35435,Junior,Male
Network Engineering,HTML/CSS,44,Albay,69464,Mid Level,Female
Software Development,SQL,33,Bohol,51750,Mid Level,Male
Web Development,JavaScript,30,Camiguin,52289,Mid Level,Female
Cloud Engineering,R,40,Tarlac,52477,Mid Level,Male
IT Sales Executive,R,27,Benguet,53839,Mid Level,Male
Helpdesk Manager,Ruby,64,Cotabato,61189,Mid Level,Male
Software Development,HTML/CSS,28,Leyte,39514,Junior,Male
Web Development,PHP,30,Cavite,48400,Mid Level,Male
Web Development,Java,30,Sulu,28909,Junior,Male
Web Designer,R,24,Pampanga,41878,Mid Level,Female
Computer Support,JavaScript,30,Camarines Sur,26792,Junior,Male
Software Development,JavaScript,25,Marinduque,42744,Mid Level,Male
Software Development,C++,30,Camarines Sur,36013,Junior,Male
Network Engineering,Python,42,Tarlac,54494,Mid Level,Female
Web Designer,Java,20,Mountain Province,43960,Mid Level,Male
Web Development,JavaScript,30,Tawi-Tawi,33331,Junior,Male
Web Development,Java,30,Misamis Oriental,56370,Mid Level,Female
Computer Support,JavaScript,30,Basilan,32263,Junior,Male
Technology Sales,Java,30,Misamis Occidental,33262,Junior,Male
Web Development,Ruby,30,Maguindanao del Sur,42546,Mid Level,Male
Web Development,Java,30,Tawi-Tawi,26641,Junior,Male
Cloud Engineering,R,43,Oriental Mindoro,61276,Mid Level,Male
IT Sales Executive,HTML/CSS,34,Northern Samar,49387,Mid Level,Nonbinary
IT Analysis,Java,36,Aurora,49475,Mid Level,Female
Technology Sales,Python,30,Lanao del Norte,35309,Junior,Nonbinary
IT Sales Executive,Python,30,Batanes,57121,Mid Level,Male
Computer Support,JavaScript,30,Quirino,28750,Junior,Nonbinary
Computer Support,Java,30,Zambales,27033,Junior,Male
IT Analysis,PHP,35,Ilocos Sur,70474,Senior,Nonbinary
Network Engineering,PHP,36,Leyte,42335,Mid Level,Male
IT Analysis,Python,39,Antique,64343,Mid Level,Male
Web Designer,R,18,Biliran,28772,Junior,Male
Technology Sales,Swift,30,Marinduque,29751,Junior,Male
Information Security,Python,52,Isabela,62164,Mid Level,Female
IT Analysis,Ruby,35,Quezon,46795,Mid Level,Male
Information Security,Java,47,Southern Leyte,64145,Mid Level,Female
Network Engineering,JavaScript,36,Surigao del Norte,67243,Mid Level,Female
Software Development,SQL,25,Nueva Vizcaya,50951,Mid Level,Female
Software Development,Python,33,Maguindanao del Sur,50063,Mid Level,Female
Network Engineering,Ruby,38,Rizal,49348,Mid Level,Male
IT Sales Executive,Python,25,Northern Samar,52177,Mid Level,Female
Software Development,HTML/CSS,25,Zambales,43507,Mid Level,Female
Software Development,JavaScript,31,Romblon,72436,Senior,Female
Computer Support,C++,30,Negros Occidental,21164,Junior,Nonbinary
Computer Support,Ruby,30,Leyte,28248,Junior,Female
IT Analysis,Python,36,Maguindanao del Sur,41285,Mid Level,Female
Network Engineering,HTML/CSS,41,Bataan,55769,Mid Level,Female
Technology Sales,JavaScript,30,Aurora,44422,Mid Level,Nonbinary
Technology Sales,SQL,30,Batanes,49363,Mid Level,Male
Helpdesk Manager,Python,59,Eastern Samar,54773,Mid Level,Female
Helpdesk Manager,SQL,57,La Union,55784,Mid Level,Male
IT Sales Executive,Python,31,Maguindanao del Norte,62613,Mid Level,Male
Web Development,JavaScript,30,Maguindanao del Sur,55915,Mid Level,Female
Software Development,JavaScript,25,Tawi-Tawi,58837,Mid Level,Nonbinary
Web Development,HTML/CSS,30,Davao de Oro,55420,Mid Level,Male
IT Analysis,JavaScript,42,Zambales,56784,Mid Level,Male
IT Analysis,Java,42,Agusan del Norte,57872,Mid Level,Male
Web Development,Java,30,Tawi-Tawi,30866,Junior,Male
Technology Sales,JavaScript,30,Negros Occidental,27647,Junior,Male
Cloud Engineering,Ruby,38,Surigao del Norte,48443,Mid Level,Male
Computer Support,Python,30,Rizal,28914,Junior,Male
Software Development,JavaScript,32,Ilocos Sur,38949,Junior,Female
Database Administration,HTML/CSS,64,Northern Samar,82230,Senior,Male
Web Development,SQL,30,Dinagat Islands,48297,Mid Level,Male
Information Security,Ruby,59,Agusan del Sur,70117,Senior,Male
Web Development,JavaScript,30,Camarines Norte,40405,Mid Level,Female
Network Engineering,JavaScript,42,Misamis Occidental,48420,Mid Level,Female
Technology Sales,Python,30,Benguet,36536,Junior,Male
IT Analysis,HTML/CSS,39,Sultan Kudarat,51412,Mid Level,Male
Computer Support,C++,30,Sarangani,31158,Junior,Male
Database Administration,HTML/CSS,48,Romblon,74532,Senior,Female
IT Sales Executive,JavaScript,30,Masbate,58581,Mid Level,Male
Web Development,JavaScript,30,Southern Leyte,41848,Mid Level,Male
Software Development,JavaScript,26,Bulacan,72268,Senior,Male
Network Engineering,R,36,Tarlac,76118,Senior,Female
IT Sales Executive,JavaScript,26,Bohol,38919,Junior,Male
Cloud Engineering,Swift,43,Tarlac,78695,Senior,Female
Database Administration,Java,59,Zamboanga del Sur,39356,Junior,Male
Network Engineering,PHP,44,Camarines Sur,77432,Senior,Male
Helpdesk Manager,C++,63,Albay,59761,Mid Level,Male
Technology Sales,R,30,Nueva Ecija,32667,Junior,Male
Web Development,Java,30,Iloilo,47657,Mid Level,Male
Computer Support,R,30,Occidental Mindoro,20644,Junior,Male
Cloud Engineering,Java,44,Samar,76578,Senior,Nonbinary
Software Development,C++,28,Maguindanao del Norte,54298,Mid Level,Male
Computer Support,JavaScript,30,Zambales,22498,Junior,Male
